proposicao_id,descricao
2416729,Aprovada a Redação Final assinada pelo relator Dep. Pedro Paulo (PSD/RJ).
2416729,"Realizar o encaminhamento do PL-6233/2023 à CCJC (tramitação simultânea), em razão da aprovação de requerimento de urgência."
2416729,"Realizar o encaminhamento do PL-6233/2023 à CCJC (tramitação simultânea), em razão da aprovação de requerimento de urgência."
2416729,"Realizar o encaminhamento do PL-6233/2023 à CFT (tramitação simultânea), em razão da aprovação de requerimento de urgência."
2416729,"Realizar o encaminhamento do PL-6233/2023 à CFT (tramitação simultânea), em razão da aprovação de requerimento de urgência."
2416729,"Aprovado o Substitutivo do Senado Federal ao Projeto de Lei nº 6.233, de 2023, com exceção dos artigos 3º e 6º."
2416729,"Rejeitados os artigos 3º e 6º do Substitutivo do Senado Federal ao Projeto de Lei nº 6.233, de 2023."
2416729,"Aprovada a Redação Final assinada pelo Relator, Dep. Pedro Paulo (PSD-RJ)."
2416733,Rejeitado o Requerimento. Sim: 44; não: 364; total: 408.
2416733,Rejeitado o Requerimento. Sim: 38; não: 378; total: 416.
2416733,"Aprovado o Substitutivo ao Projeto de Lei nº 6.235, de 2023, adotado pelo relator da Comissão de Finanças e Tributação, ressalvados os destaques. Sim: 339; não: 96; abstenção: 1; total: 436."
2416733,Mantido o texto. Sim: 402; não: 10; total: 412.
2416733,"Aprovada a Redação Final assinada pelo Relator, Dep. Sidney Leite (PSD-AM)."
2416756,"Aprovado o Parecer com o seguinte resultado:  12 votos ""Sim"". Quórum de votação: 12 votos."
2416757,Aprovado o Parecer.
2416778,"Realizar o encaminhamento da MSC-729/2023 à CCJC (tramitação simultânea), em razão da aprovação de requerimento de urgência."
2416778,"Realizar o encaminhamento da MSC-729/2023 à CCJC (tramitação simultânea), em razão da aprovação de requerimento de urgência."
2416778,"Realizar o encaminhamento da MSC-729/2023 à CFT (tramitação simultânea), em razão da aprovação de requerimento de urgência."
2416778,"Realizar o encaminhamento da MSC-729/2023 à CFT (tramitação simultânea), em razão da aprovação de requerimento de urgência."
2416778,"Realizar o encaminhamento da MSC-729/2023 à CTUR (tramitação simultânea), em razão da aprovação de requerimento de urgência."
2416778,"Aprovado o Projeto de Decreto Legislativo nº 266, de 2024, adotado pelo Relator da Comissão de Relações Exteriores e de Defesa Nacional."
2416778,"Aprovada a Redação Final assinada pelo Relator, Dep. Marangoni (União-SP)."
2416790,Rejeitado o Requerimento. Sim: 17; Não: 304; total: 321.
2416790,"Aprovado, em apreciação preliminar, o Parecer da Comissão Mista, na parte em que manifesta opinião favorável quanto ao atendimento dos pressupostos constitucionais de relevância e urgência e à adequação financeira e orçamentária, nos termos do artigo 8º da Resolução nº 01, de 2002-CN."
2416790,"Aprovado, em apreciação preliminar, o Parecer da Comissão Mista, na parte em que manifesta opinião pelo não atendimento dos pressupostos constitucionais de relevância e urgência e pela inadequação financeira e orçamentária, nos termos do artigo 8º da Resolução nº 01, de 2002-CN."
2416790,"Aprovada a Medida Provisória nº 1.202 de 2023, na forma do Projeto de Lei de Conversão nº 1, de 2024."
2416790,"Aprovada a Redação Final assinada pelo Relator, Dep. Rubens Pereira Júnior (PT-MA)."
2416790,Aprovado o parecer na Comissão Mista
2416804,Rejeitado o Requerimento.
2416804,"Aprovada a Subemenda Substitutiva Global ao Projeto de Lei nº 2, de 2024, adotada pelo relator da Comissão de Indústria, Comércio e Serviços, ressalvados os destaques. Sim: 314; não: 96; total: 410."
2416804,Mantido o texto. Sim: 305; não: 107; total: 412.
2416804,Mantido o texto. Sim: 287; não: 96; abstenção: 1; total: 384.
2416804,Rejeitada a Emenda de Plenário nº 12. Sim: 142; não: 287; total: 429.
2416804,"Aprovada a Redação Final assinada pelo relator, Dep. Márcio Honaiser (PDT-MA)."
2416826,"Aprovada a Subemenda Substitutiva Global ao Projeto de Lei nº 3, de 2024, adotada pela relatora da Comissão de Indústria, Comércio e Serviços. Sim: 378; não: 25; total: 403."
2416826,"Aprovada a Redação Final assinada pela relatora, Dep. Dani Cunha (UNIÃO-RJ)."
2416826,"Realizar o encaminhamento do PL-3/2024 à CCJC (tramitação simultânea), em razão da aprovação de requerimento de urgência."
2416826,"Realizar o encaminhamento do PL-3/2024 à CICS (tramitação simultânea), em razão da aprovação de requerimento de urgência."
2416849,Aprovado o Parecer.
2416861,"Retirado o REQ n. 877/2024, em razão do deferimento do Requerimento n. REQ 939/2024, nos termos do artigo 104, caput, combinado com o artigo 114, VII, ambos do RICD."
2416861,"Retirado o REQ n. 1089/2024, em razão do deferimento do Requerimento n. REQ 1103/2024, nos termos do artigo 104, caput, combinado com o artigo 114, VII, ambos do RICD."
2416862,Aprovado o Parecer.
2416990,Aprovado o Parecer.
2417025,Rejeitado o Requerimento. Sim: 97; não: 293; total: 390.
2417025,"Rejeitado o Recurso nº 3/2024, contra Parecer Terminativo da Comissão de Finanças e Tributação às Emendas de Plenário, de 2024. Sim: 139; não: 290; total: 429."
2417025,Rejeitado o Requerimento. Sim: 112; não: 305; total: 417.
2417025,Rejeitada a preferência. Sim: 130; não: 303; total: 433.
2417025,"Aprovado o Substitutivo ao Projeto de Lei nº 81, de 2024, adotado pelo relator da Comissão de Finanças e Tributação."
2417025,Aprovada a Redação Final assinada pelo relator Dep. Emanuel Pinheiro Neto (MDB/MT).
2417026,Aprovado o Parecer.
2417118,Aprovado o Parecer.
2417142,Aprovado o Parecer.
2417172,"Realizar o encaminhamento do PL-127/2024 à CCJC (tramitação simultânea), em razão da aprovação de requerimento de urgência."
2417172,"Realizar o encaminhamento do PL-127/2024 à CFT (tramitação simultânea), em razão da aprovação de requerimento de urgência."
2417172,"Realizar o encaminhamento do PL-127/2024 à CSAUDE (tramitação simultânea), em razão da aprovação de requerimento de urgência."
2417172,Aprovado o Parecer da Relatora Deputada Flávia Morais (PDT-GO).
2417234,"Realizar o encaminhamento do PL-147/2024 à CCJC (tramitação simultânea), em razão da aprovação de requerimento de urgência."
2417234,"Realizar o encaminhamento do PL-147/2024 à CFT (tramitação simultânea), em razão da aprovação de requerimento de urgência."
2417234,"Aprovado o Substitutivo ao Projeto de Lei nº 147, de 2024, adotado pela relatora da Comissão de Defesa dos Direitos da Mulher."
2417234,Aprovada a Redação Final assinada pela relatora Dep. Duda Salabert (PDT-MG).
2417501,Aprovado o Parecer.
2204088,"Aprovado, por unanimidade, o Requerimento de Urgência (Art. 155 do RICD)."
2417655,Aprovado o Parecer da Relatora Dayany Bittencourt (União-CE).
2417658,Aprovado o Parecer.
2417680,Aprovado o Parecer.
2417757,Aprovado o Parecer.
2417870,"Apresentação do VTS n. 1 CSPCCO (Voto em Separado), pelo Deputado Junio Amaral (PL/MG)."
2418062,Aprovado o Parecer.
2412941,Rejeitado o Requerimento. Sim: 237; não: 171; abstenção: 3; total: 411.
2418084,Rejeitado o Requerimento. Sim: 237; não: 171; abstenção: 3; total: 411.
2417025,"Aprovado, por unanimidade, o Requerimento de Urgência (Art. 155 do RICD)."
2418299,Aprovado o Parecer.
2418319,Aprovado o Parecer.
2418364,"Realizar o encaminhamento do PL-370/2024 à CCJC (tramitação simultânea), em razão da aprovação de requerimento de urgência."
2418364,"Realizar o encaminhamento do PL-370/2024 à CCJC (tramitação simultânea), em razão da aprovação de requerimento de urgência."
2418364,"Aprovado o Substitutivo ao Projeto de Lei nº 370, de 2024, adotado pela relatora da Comissão de Constituição e Justiça e de Cidadania."
2418364,"Aprovada a Redação Final assinada pela Relatora, Dep. Camila Jara (PT-MS)."
2401227,Aprovado o Requerimento de Urgência (Art. 155 do RICD).
2418454,"Apresentação do VTS n. 1 CPASF (Voto em Separado), pela Deputada Laura Carneiro (PSD/RJ)."
2418454,"Aprovado o Parecer com Complementação de Voto, apresentou voto em separado a Deputada Laura Carneiro."
2418498,Aprovado o Parecer.
2418520,Aprovado o Parecer.
2418634,Despacho Chancelado
2418646,Despacho Chancelado
2418648,Despacho Chancelado
2417690,"Aprovado, por unanimidade, o Requerimento de Urgência (Art. 155 do RICD)."
2418657,Despacho Chancelado
2418664,Despacho Chancelado
2418668,Despacho Chancelado
2418703,Despacho Chancelado
2418706,Despacho Chancelado
2418707,Despacho Chancelado
2418708,Despacho Chancelado
2418709,Despacho Chancelado
2418710,Despacho Chancelado
2418711,Despacho Chancelado
2418725,Aprovado o Parecer.
2418730,Despacho Chancelado
2360748,"Aprovado, por unanimidade, o Requerimento de Urgência (Art. 155 do RICD)."
2418739,"Aprovado, por unanimidade, o Requerimento de Urgência (Art. 155 do RICD)."
2414486,"Rejeitado o Requerimento de Retirada de Pauta. Resultado:  18 votos ""Sim"", 29 votos ""Não"". Quórum de votação: 47 votos."
2418740,"Rejeitado o Requerimento de Retirada de Pauta. Resultado:  18 votos ""Sim"", 29 votos ""Não"". Quórum de votação: 47 votos."
2414486,"Rejeitado o Requerimento de Retirada de Pauta. Resultado:  15 votos ""Sim"", 22 votos ""Não"". Quórum de votação: 37 votos."
2418740,"Rejeitado o Requerimento de Retirada de Pauta. Resultado:  15 votos ""Sim"", 22 votos ""Não"". Quórum de votação: 37 votos."
2414486,"Aprovado o Parecer com o seguinte resultado:  28 votos ""Sim"", 14 votos ""Não"". Quórum de votação: 42 votos."
2418740,"Aprovado o Parecer com o seguinte resultado:  28 votos ""Sim"", 14 votos ""Não"". Quórum de votação: 42 votos."
2418752,Despacho Chancelado
2418755,Despacho Chancelado
2418768,Despacho Chancelado
2418769,Despacho Chancelado
2418774,Aprovado o Parecer.
2418779,Aprovado o Parecer do Deputado Marcelo Crivella (Republicanos-RJ).
2418782,Despacho Chancelado
2418789,"Realizar o encaminhamento do PL-475/2024 à CCJC (tramitação simultânea), em razão da aprovação de requerimento de urgência."
2418789,"Realizar o encaminhamento do PL-475/2024 à CE (tramitação simultânea), em razão da aprovação de requerimento de urgência."
2418789,"Realizar o encaminhamento do PL-475/2024 à CMULHER (tramitação simultânea), em razão da aprovação de requerimento de urgência."
2418789,"Realizar o encaminhamento do PL-475/2024 à CPASF (tramitação simultânea), em razão da aprovação de requerimento de urgência."
2418789,"Aprovado o Substitutivo ao Projeto de Lei nº 475, de 2024, adotado pela relatora da Comissão de Educação."
2418789,Aprovada a Redação Final assinada pela relatora Dep. Socorro Neri (PP-AC).
2418887,Despacho Chancelado
2418896,Despacho Chancelado
2418897,Despacho Chancelado
2418901,Despacho Chancelado
2418902,Despacho Chancelado
2418905,Despacho Chancelado
2418909,Despacho Chancelado
2418910,Despacho Chancelado
2418917,Despacho Chancelado
2418918,Despacho Chancelado
2418927,Despacho Chancelado
2405120,"Aprovado, por unanimidade, o Requerimento de Urgência (Art. 155 do RICD)."
2418932,Despacho Chancelado
2418980,Despacho Chancelado
2418991,Aprovado o Parecer.
2419034,Despacho Chancelado
2419037,Despacho Chancelado
2419038,Despacho Chancelado
2419043,Despacho Chancelado
2419044,Despacho Chancelado
2419045,Despacho Chancelado
2419050,Despacho Chancelado
2419065,Despacho Chancelado
2419084,Despacho Chancelado
2419090,Despacho Chancelado
2417234,"Aprovado, por unanimidade, o Requerimento de Urgência (Art. 155 do RICD)."
2418364,"Aprovado, por unanimidade, o Requerimento de Urgência (Art. 155 do RICD)."
2327814,"Aprovado, por unanimidade, o Requerimento de Urgência (Art. 155 do RICD)."
2418789,"Aprovado, por unanimidade, o Requerimento de Urgência (Art. 155 do RICD)."
2349657,"Aprovado, por unanimidade, o Requerimento de Urgência (Art. 155 do RICD)."
2419105,Despacho Chancelado
2419112,Despacho Chancelado
2419116,Despacho Chancelado
2419120,Despacho Chancelado
2419123,Despacho Chancelado
2419126,Despacho Chancelado
2419129,Aprovado.
2419138,Despacho Chancelado
2419139,Despacho Chancelado
2419140,Despacho Chancelado
2419149,Despacho Chancelado
2419156,Despacho Chancelado
2419158,Despacho Chancelado
2419159,Despacho Chancelado
2419170,Despacho Chancelado
2419183,Despacho Chancelado
2406521,"Aprovado, por unanimidade, o Requerimento de Urgência (Art. 155 do RICD)."
2419187,Despacho Chancelado
2419197,"Realizar o encaminhamento do PL-545/2024 à CCJC (tramitação simultânea), em razão da aprovação de requerimento de urgência."
2419197,"Realizar o encaminhamento do PL-545/2024 à CFT (tramitação simultânea), em razão da aprovação de requerimento de urgência."
2419197,"Realizar o encaminhamento do PL-545/2024 à CFT (tramitação simultânea), em razão da aprovação de requerimento de urgência."
2419197,"Realizar o encaminhamento do PL-545/2024 à CREDN (tramitação simultânea), em razão da aprovação de requerimento de urgência."
2419197,"Realizar o encaminhamento do PL-545/2024 à CTUR (tramitação simultânea), em razão da aprovação de requerimento de urgência."
2419197,Alteração do Regime de Tramitação desta proposição em virtude da Aprovação do REQ 680/2024.
2419197,Rejeitado o Requerimento. Sim: 105; não: 292; total: 397.
2419197,Rejeitado o Requerimento. Sim: 88; não: 257; total: 345.
2419197,Rejeitado o Requerimento.
2419197,"Aprovado o Substitutivo adotado pelo relator da Comissão de Finanças e Tributação, ressalvados os destaques."
2419197,Rejeitada a Emenda de Plenário n° 4.  Sim: 86; não: 178; total: 264.
2419197,"Aprovada a Redação Final assinada pelo Relator, Dep. Leur Lomanto Júnior (UNIÃO/BA)."
2419197,"Realizar o encaminhamento do PL-545/2024 à CCJC (tramitação simultânea), em razão da aprovação de requerimento de urgência."
2419197,"Realizar o encaminhamento do PL-545/2024 à CFT (tramitação simultânea), em razão da aprovação de requerimento de urgência."
2419197,"Realizar o encaminhamento do PL-545/2024 à CFT (tramitação simultânea), em razão da aprovação de requerimento de urgência."
2419197,"Realizar o encaminhamento do PL-545/2024 à CREDN (tramitação simultânea), em razão da aprovação de requerimento de urgência."
2419197,"Realizar o encaminhamento do PL-545/2024 à CTUR (tramitação simultânea), em razão da aprovação de requerimento de urgência."
2419200,Despacho Chancelado
2419201,Despacho Chancelado
2419206,Despacho Chancelado
2379209,"Aprovado, por unanimidade, o Requerimento de Urgência (Art. 155 do RICD)."
2419209,Despacho Chancelado
2419221,Despacho Chancelado
2419229,Despacho Chancelado
2419243,"Aprovado requerimento n. 4/2024 do Sr. Saulo Pedroso que requer a realização de Audiência Pública conjunta com a Comissão de Trabalho para discutir o Projeto de Lei Complementar nº 12, de 05 de março de 2024, do Poder Executivo."
2419243,"Aprovado o requerimento nº 4/2024,do Sr. Saulo Pedroso que requer a realização de Audiência Pública conjunta com a Comissão de Trabalho para discutir o Projeto de Lei Complementar nº 12, de 05 de março de 2024, do Poder Executivo."
2419246,"Aprovado o requerimento nº 640/2024,da Sra. Cristiane Lopes, que solicita urgência (art. 155) para o PL 561/2024."
2419246,"Realizar o encaminhamento do PL-561/2024 à CCJC (tramitação simultânea), em razão da aprovação de requerimento de urgência."
2419246,Alteração do Regime de Tramitação desta proposição em virtude da Aprovação do REQ 640/2024.
2419246,"Aprovado o Projeto de Lei nº 561, de 2024."
2419246,"Aprovada a Redação Final assinada pela relatora, Dep. Maria Arraes (SOLIDARI-PE)."
2419248,Despacho Chancelado
2419268,Despacho Chancelado
2419274,Despacho Chancelado
2419275,Despacho Chancelado
2419277,Despacho Chancelado
2419278,Despacho Chancelado
2419279,Despacho Chancelado
2419280,Despacho Chancelado
2419281,Despacho Chancelado
2419282,Despacho Chancelado
2419283,Despacho Chancelado
2419284,Despacho Chancelado
2419286,Despacho Chancelado
2419289,Despacho Chancelado
2419306,Despacho Chancelado
2419320,Despacho Chancelado
2419321,Despacho Chancelado
2419323,Despacho Chancelado
2419325,Despacho Chancelado
2419326,Despacho Chancelado
2419327,Despacho Chancelado
2419328,Despacho Chancelado
2419337,Aprovado o Parecer.
2419338,Despacho Chancelado
2419340,Despacho Chancelado
2419342,Despacho Chancelado
2419343,Despacho Chancelado
2419345,Despacho Chancelado
2419346,Despacho Chancelado
2419349,Despacho Chancelado
2419351,Despacho Chancelado
2419352,Despacho Chancelado
2419366,Despacho Chancelado
2419370,Despacho Chancelado
2419372,Despacho Chancelado
2419374,Despacho Chancelado
2419375,Despacho Chancelado
2419377,Despacho Chancelado
2419378,Despacho Chancelado
2419379,Despacho Chancelado
2419380,Despacho Chancelado
2419381,Despacho Chancelado
2419382,Despacho Chancelado
2419383,Despacho Chancelado
2419384,Despacho Chancelado
2419385,Despacho Chancelado
2419386,Despacho Chancelado
2419387,Despacho Chancelado
2419390,Despacho Chancelado
2419392,Despacho Chancelado
2419393,Despacho Chancelado
2419394,Despacho Chancelado
2419395,Despacho Chancelado
2419396,Despacho Chancelado
2419397,Despacho Chancelado
2419398,Despacho Chancelado
2419399,Despacho Chancelado
2419400,Despacho Chancelado
2419401,Despacho Chancelado
2419402,Despacho Chancelado
2419403,Despacho Chancelado
2419404,Despacho Chancelado
2419410,Despacho Chancelado
2419411,Despacho Chancelado
2419412,Despacho Chancelado
2419413,Despacho Chancelado
2419414,Despacho Chancelado
2419415,Despacho Chancelado
2419416,Despacho Chancelado
2419429,Despacho Chancelado
2419430,Despacho Chancelado
2419440,Despacho Chancelado
2419450,Aprovado o Parecer.
2419452,Despacho Chancelado
2419478,Despacho Chancelado
2419491,Despacho Chancelado
2419497,Despacho Chancelado
2419498,Despacho Chancelado
2419500,Despacho Chancelado
2419502,Despacho Chancelado
2419503,Despacho Chancelado
2419504,Despacho Chancelado
2419505,Despacho Chancelado
2419506,Despacho Chancelado
2419508,Despacho Chancelado
2419510,Despacho Chancelado
2419511,Despacho Chancelado
2419512,Despacho Chancelado
2419513,Despacho Chancelado
2419514,Despacho Chancelado
2419515,Despacho Chancelado
2419516,Despacho Chancelado
2419246,Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 378; não: 1; total: 379.
2419525,Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 378; não: 1; total: 379.
2419527,Despacho Chancelado
2419529,Despacho Chancelado
2419530,Despacho Chancelado
2419531,Despacho Chancelado
2419535,Despacho Chancelado
2419537,Despacho Chancelado
2419539,Despacho Chancelado
2419540,Despacho Chancelado
2419542,Despacho Chancelado
2419545,Aprovado o Parecer.
2419576,Despacho Chancelado
2419578,Despacho Chancelado
2419580,Aprovado o Parecer.
2419654,Aprovado.
2419657,Aprovado o Parecer.
2419683,"Aprovado. Subscrito pelos Deputados Jorge Solla, Padre João, Dr. Zacharias Calil, Geraldo Resende, Clodoaldo Magalhães e Daniel Barbosa."
2419711,Aprovado o Parecer.
2419717,Despacho Chancelado
2419720,Despacho Chancelado
2419740,Despacho Chancelado
2419744,Despacho Chancelado
2419746,"Aprovado. Subscrito pela Deputada Flávia Morais e pelos Deputados Jorge Solla e Daniel Barbosa. Aprovados os seguintes aditamentos, apresentados pela Deputada Rosângela Moro: Marcelo Polacow Bisson, presidente do Conselho Regional de Farmácia do Estado de São Paulo (CRF-SP); e Alexandre Rohlf de Morais, advogado especializado em Defesa do Consumidor, coordenador do Movimento Exija Bula."
2419762,Aprovado com a transformação do termo “convocação” para “convite”. Subscrito pelos Deputados Capitão Alden e Sargento Gonçalves.
2419786,Despacho Chancelado
582806,"Aprovado. Subscrito pelos Deputados Rafael Simões, Ricardo Maia e Clodoaldo Magalhães."
2419832,Despacho Chancelado
2419834,Despacho Chancelado
2419841,Despacho Chancelado
2419856,Despacho Chancelado
2419862,Aprovado o Parecer.
2419870,Aprovado.
2419875,Despacho Chancelado
2419892,"Subscrito pelos deputados Franciane Bayer, Pastor Sargento Isidório. Aprovado com alteração, inclusão da Secretaria da Primeira Infância, Infância, Adolescência e Juventude, da Câmara dos Deputados, no rol de convidados."
2419900,Aprovado o Parecer.
2419932,"Aprovado na forma de convite, nos termos do Req. 21/2024."
2419934,"Aprovado. Subscrito pelos Deputados Daniel Barbosa, Rafael Simões e Ricardo Maia."
582806,Aprovado. Subscrito pelo Deputado Jorge Solla.
2195517,"Aprovado. Subscrito pelos Deputados Jorge Solla e Daniel Barbosa e pela Deputada Flávia Morais. Aprovado o seguinte aditamento, apresentado pelo Deputado Bebeto: representante da União Nacional das Entidades do Comércio e Serviços (UNECS)."
582806,"Aprovado. Subscrito pelos Deputados Jorge Solla, Geraldo Resende e Rafael Simões."
2419938,"Aprovado. Subscrito pelos Deputados Jorge Solla, Geraldo Resende e Rafael Simões."
2207982,"Aprovado. Subscrito pelos Deputados Geraldo Resende, Jorge Solla e Clodoaldo Magalhães."
2419940,Despacho Chancelado
2419943,"Requerimento lido pelo autor, deputado Julio Cesar. Aprovado."
2419958,Despacho Chancelado
2419959,Despacho Chancelado
2419983,"Aprovado. Subscrito pelos Deputados Osmar Terra, Fred Linhares, General Girão, Coronel Telhada, Sargento Fahur, Sargento Gonçalves e Capitão Alden."
2419984,Aprovado com a transformação do termo “convocação” para “convite”. Subscrito pelo Deputado Sargento Gonçalves
2419985,Aprovado. Subscrito pelos Deputados Rodolfo Nogueira e Capitão Alden.
2419991,"Aprovado, com subscrição dos Deputados Sargento Gonçalves e Otoni de Paula e da Deputada Greyce Elias."
2420002,Despacho Chancelado
2419197,Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 270; não: 88; total: 358.
2420014,Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 270; não: 88; total: 358.
2420035,Despacho Chancelado
2420041,Aprovado com a transformação do termo “convocação” para “convite”. Subscrito pelo Deputado Sargento Gonçalves
2420044,Despacho Chancelado
2420045,Despacho Chancelado
2420047,Despacho Chancelado
2420048,Despacho Chancelado
2420049,Despacho Chancelado
2420052,Despacho Chancelado
2420053,Despacho Chancelado
2420056,Despacho Chancelado
2420057,Despacho Chancelado
2420058,Despacho Chancelado
2420060,Despacho Chancelado
2420067,Despacho Chancelado
2420068,Aprovado subscrito pelo Deputado Celso Russomanno
2420077,Despacho Chancelado
2420095,Despacho Chancelado
2420104,Despacho Chancelado
2420114,Aprovado.
2360537,"Aprovado, com subscrição do Deputado Sargento Gonçalves."
2420131,"Aprovado. Subscrito pelos deputados Tadeu Veneri, Gilvan da Federal, Helio Lopes, Talíria Petroni, Pastor Marco Feliciano, Capitão Alden."
2420132,Aprovado.
2420133,Despacho Chancelado
2420155,Aprovado o Parecer.
2420159,Despacho Chancelado
2420188,Aprovado o Parecer.
2420236,Despacho Chancelado
2420254,Subscrito pela deputada Rogéria Santos. Aprovado.
2419243,"Aprovado com alterações. Inclusão dos Senhores Rodrigo Saraiva Marinho, Diretor Executivo do Instituto Livre Mercado; e Valdir Borges dos Santos, Presidente da Associação Brasileira de Aplicativos de Mobilidade Urbana Regionais."
2420405,"Aprovado com alterações. Inclusão dos Senhores Rodrigo Saraiva Marinho, Diretor Executivo do Instituto Livre Mercado; e Valdir Borges dos Santos, Presidente da Associação Brasileira de Aplicativos de Mobilidade Urbana Regionais."
2420425,Despacho Chancelado
2420477,Subscreveram as deputadas Amália Barros e Maria Rosas e os deputados Weliton Prado e Márcio Jerry. Inclusão pela dep. Amália Barros da convidada Berenice Piana. Aprovado.
2420496,Despacho Chancelado
2420534,Despacho Chancelado
2420536,"Realizar o encaminhamento do PL-719/2024 à CCJC (tramitação simultânea), em razão da aprovação de requerimento de urgência."
2420536,"Realizar o encaminhamento do PL-719/2024 à CFT (tramitação simultânea), em razão da aprovação de requerimento de urgência."
2420536,"Realizar o encaminhamento do PL-719/2024 à CFT (tramitação simultânea), em razão da aprovação de requerimento de urgência."
2420537,Despacho Chancelado
2420538,Despacho Chancelado
2420540,Despacho Chancelado
2420544,Despacho Chancelado
2420547,Despacho Chancelado
2420548,Despacho Chancelado
2420549,Despacho Chancelado
2420551,Despacho Chancelado
2420553,Despacho Chancelado
2420554,Despacho Chancelado
2420557,Despacho Chancelado
2420558,Despacho Chancelado
2420559,Despacho Chancelado
2420561,Despacho Chancelado
2420562,Despacho Chancelado
2420563,Despacho Chancelado
2420564,Despacho Chancelado
2420565,Despacho Chancelado
2420566,Despacho Chancelado
2420570,Despacho Chancelado
2420573,Despacho Chancelado
2420576,Despacho Chancelado
2417025,Rejeitado o Recurso. Sim: 139; não: 290; total: 429.
2420577,Rejeitado o Recurso. Sim: 139; não: 290; total: 429.
2420578,"Aprovado. Subscrito pelos Deputados Jorge Solla e Daniel Barbosa. Aprovado o seguinte aditamento, apresentado pelo Deputado Padre João: representante da Associação Brasileira das Indústrias de Medicamentos Genéricos e Biossimilares (PróGenéricos)."
2420596,Despacho Chancelado
2420598,Despacho Chancelado
2420601,Despacho Chancelado
2420621,Despacho Chancelado
2420622,Despacho Chancelado
2420624,Despacho Chancelado
2420625,Despacho Chancelado
2420626,Despacho Chancelado
2420628,Despacho Chancelado
2355750,"Aprovado, por unanimidade, o Requerimento de Urgência (Art. 155 do RICD)."
2420665,Aprovado.
2420665,Aprovado o parecer na Comissão Mista
2408709,Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 348; não: 5; total: 353.
2420733,Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 348; não: 5; total: 353.
2420773,Aprovado subscrito pelo Deputado Marcio Marinho
2419243,"Aprovado incluído com realização conjunta com as Comissões de Trabalho e de Previdência, assistência Social, Infância e Adolescencia e Família e inclusão de Rodrigo Saraiva Marinho - Diretor Executivo do Instituto Livre Mercado; Ricardo Leite Ribeiro - Diretor de Políticas Públicas da Uber; Carlos Shigueo Nishikawa - Diretor de Relações Governamentais da InDrive; João Sabino - Diretor Sênior de Assuntos Governamentais e Políticas Públicas do iFood; Valdir Borges dos Santos - Presidente da Associação Brasileira de Aplicativos de Mobilidade Urbana regionais; André Porto - Diretor-Executivo da AMOBITEC (99); Lucas Dias -  Representante da Categoria de Motoristas; e José de Lima Ramos Pereira, Procurador Geral do Trabalho."
2420777,"Aprovado incluído com realização conjunta com as Comissões de Trabalho e de Previdência, assistência Social, Infância e Adolescencia e Família e inclusão de Rodrigo Saraiva Marinho - Diretor Executivo do Instituto Livre Mercado; Ricardo Leite Ribeiro - Diretor de Políticas Públicas da Uber; Carlos Shigueo Nishikawa - Diretor de Relações Governamentais da InDrive; João Sabino - Diretor Sênior de Assuntos Governamentais e Políticas Públicas do iFood; Valdir Borges dos Santos - Presidente da Associação Brasileira de Aplicativos de Mobilidade Urbana regionais; André Porto - Diretor-Executivo da AMOBITEC (99); Lucas Dias -  Representante da Categoria de Motoristas; e José de Lima Ramos Pereira, Procurador Geral do Trabalho."
2420802,Despacho Chancelado
2420874,Despacho Chancelado
2420875,Despacho Chancelado
2420930,"Aprovado. Subscrito pelo Deputado Icaro de Valmir, Coronel Chrisóstomo e Sidney Leite. Aditado para inclusão da Abracel, por sugestão do Deputado Coronel Chrisóstomo;  para inclusão da Absolar, por susgestão do Deputado Beto Pereira; e para inclusão do Idec, por sugestão do Deputado Carlos Zarattini."
2420931,"Aprovado. Subscrito pelos Deputados Sidney Leite e Coronel Chrisóstomo. Aditado para inclusão da Atgás e do Sindirepa, por sugestão do Autor; e da Abpip, por sugestão do Deputado Coronel Chrisóstomo."
2420971,Aprovado o Parecer do Deputado Gilberto Nascimento (PSD-SP).
2420997,Aprovado.
2421032,Despacho Chancelado
2421046,"Aprovado com a solicitação da autora para substituição do Senhor Dario Carnevalli Durigan, Secretário Executivo do Ministério da Fazenda, por um representante do Ministério da Fazenda."
2377564,Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 302; não: 82; abstenção: 1; total: 385.
2421067,Aprovado. Subscrito pelo deputado Marco Brasil.
2421068,Aprovado. Subscrito pelo deputado Marco Brasil.
2421094,Despacho Chancelado
2421102,Aprovado o Parecer.
2421112,Despacho Chancelado
2421138,Despacho Chancelado
2421140,Despacho Chancelado
2421141,Despacho Chancelado
2421142,"Aprovado. Subscrito pelos Deputados Capitão Alden, Sargento Portugal, Delegado Fabio Costa, Sargento Fahur, Sanderson, Sargento Gonçalves e Delegado Palumbo"
2421156,Aprovado com a transformação do termo “convocação” para “convite”. Subscrito pelos Deputados Sargento Fahur e Sargento Gonçalves.
